Country Name,year,Country Code,Income Level,AccessElec,AgriGrowth,EI,GDPgrowth,IndGrowth,PM2.5,REC,ServGrowth,GDPgrowth_lag1,GDPgrowth_lag2,GDPgrowth_lag3,AgriGrowth_lag1,AgriGrowth_lag2,AgriGrowth_lag3,IndGrowth_lag1,IndGrowth_lag2,IndGrowth_lag3,ServGrowth_lag1,ServGrowth_lag2,ServGrowth_lag3,REC_lag1,REC_lag2,REC_lag3,EI_lag1,EI_lag2,EI_lag3,AccessElec_lag1,AccessElec_lag2,AccessElec_lag3,PM2.5_lag1,PM2.5_lag2,PM2.5_lag3,D_GDPgrowth,D_AgriGrowth,D_IndGrowth,D_ServGrowth,D_REC,D_EI,D_AccessElec,D_PM2.5
Afghanistan,2002,AFG,Low income,14.1,,1.4,9.617861808684609,,64.4168880125936,37.8,,-3.308870765398547,,,,,,,,,,,,45.6,45.0,43.4,1.5,1.5,,9.3,4.4,,64.5975727246894,64.767279818427,64.8520453968767,,,,,,,,
Afghanistan,2003,AFG,Low income,19.0,2.7983102944344,1.39,8.83227780288267,10.2696928807578,64.1762314183241,36.7,11.03803372934735,9.617861808684609,-3.308870765398547,,,,,,,,,,,37.8,45.6,45.0,1.4,1.5,1.5,14.1,9.3,4.4,64.4168880125936,64.5975727246894,64.767279818427,-0.7855840058019385,,,,-1.0999999999999943,-0.010000000000000009,4.9,-0.24065659426950958
Afghanistan,2004,AFG,Low income,23.8,-7.693029958907905,1.21,1.41411799339429,17.06180941783544,63.8266086780653,44.2,12.7878432745193,8.83227780288267,9.617861808684609,-3.308870765398547,2.7983102944344,,,10.2696928807578,,,11.03803372934735,,,36.7,37.8,45.6,1.39,1.4,1.5,19.0,14.1,9.3,64.1762314183241,64.4168880125936,64.5975727246894,-7.41815980948838,-10.491340253342305,6.792116537077641,1.749809545171951,7.5,-0.17999999999999994,4.800000000000001,-0.3496227402587948
Afghanistan,2005,AFG,Low income,28.7,13.522074979743625,1.41,11.2297148272859,12.9917235906394,63.3190255280017,33.9,5.38826747903948,1.41411799339429,8.83227780288267,9.617861808684609,-7.693029958907905,2.7983102944344,,17.06180941783544,10.2696928807578,,12.7878432745193,11.03803372934735,,44.2,36.7,37.8,1.21,1.39,1.4,23.8,19.0,14.1,63.8266086780653,64.1762314183241,64.4168880125936,9.81559683389161,21.21510493865153,-4.07008582719604,-7.39957579547982,-10.300000000000004,0.19999999999999996,4.899999999999999,-0.5075831500635957
Afghanistan,2006,AFG,Low income,33.5,-5.10925115291374,1.5,5.35740324748592,13.6675434460057,61.5146494273075,31.9,6.73100353311864,11.2297148272859,1.41411799339429,8.83227780288267,13.522074979743625,-7.693029958907905,2.7983102944344,12.9917235906394,17.06180941783544,10.2696928807578,5.38826747903948,12.7878432745193,11.03803372934735,33.9,44.2,36.7,1.41,1.21,1.39,28.7,23.8,19.0,63.3190255280017,63.8266086780653,64.1762314183241,-5.872311579799979,-18.631326132657364,0.6758198553662993,1.3427360540791602,-2.0,0.09000000000000008,4.800000000000001,-1.8043761006941992
Afghanistan,2007,AFG,Low income,38.4,12.046748942361797,1.54,12.521786022058558,7.63312622043912,58.0837850174423,28.8,14.6465968341183,5.35740324748592,11.2297148272859,1.41411799339429,-5.10925115291374,13.522074979743625,-7.693029958907905,13.6675434460057,12.9917235906394,17.06180941783544,6.73100353311864,5.38826747903948,12.7878432745193,31.9,33.9,44.2,1.5,1.41,1.21,33.5,28.7,23.8,61.5146494273075,63.3190255280017,63.8266086780653,7.164382774572638,17.156000095275537,-6.03441722556658,7.91559330099966,-3.099999999999998,0.040000000000000036,4.899999999999999,-3.430864409865201
Afghanistan,2008,AFG,Low income,42.4,-13.11320214538384,1.95,3.92498381999467,5.74181789016215,54.1911438080183,21.2,12.07517037666361,12.521786022058558,5.35740324748592,11.2297148272859,12.046748942361797,-5.10925115291374,13.522074979743625,7.63312622043912,13.6675434460057,12.9917235906394,14.6465968341183,6.73100353311864,5.38826747903948,28.8,31.9,33.9,1.54,1.5,1.41,38.4,33.5,28.7,58.0837850174423,61.5146494273075,63.3190255280017,-8.596802202063888,-25.159951087745636,-1.8913083302769698,-2.57142645745469,-7.600000000000001,0.4099999999999999,4.0,-3.8926412094239993
Afghanistan,2009,AFG,Low income,48.3,16.49607824933835,2.27,8.392897495709734,6.10714113128491,51.0014373086482,16.5,9.025612755950592,3.92498381999467,12.521786022058558,5.35740324748592,-13.11320214538384,12.046748942361797,-5.10925115291374,5.74181789016215,7.63312622043912,13.6675434460057,12.07517037666361,14.6465968341183,6.73100353311864,21.2,28.8,31.9,1.95,1.54,1.5,42.4,38.4,33.5,54.1911438080183,58.0837850174423,61.5146494273075,4.467913675715064,29.60928039472219,0.36532324112276005,-3.049557620713019,-4.699999999999999,0.32000000000000006,5.899999999999999,-3.1897064993701036
Afghanistan,2010,AFG,Low income,42.7,-6.3751344936499,2.63,10.1228469255986,6.27060133814976,49.6793770289443,15.2,11.328104305959576,8.392897495709734,3.92498381999467,12.521786022058558,16.49607824933835,-13.11320214538384,12.046748942361797,6.10714113128491,5.74181789016215,7.63312622043912,9.025612755950592,12.07517037666361,14.6465968341183,16.5,21.2,28.8,2.27,1.95,1.54,48.3,42.4,38.4,51.0014373086482,54.1911438080183,58.0837850174423,1.7299494298888654,-22.87121274298825,0.1634602068648494,2.302491550008984,-1.3000000000000007,0.3599999999999999,-5.599999999999994,-1.3220602797038978
Afghanistan,2011,AFG,Low income,43.2,-7.59232353439185,3.25,0.426354776777345,9.8076704185067,61.8170559083924,12.6,9.79068588046582,10.1228469255986,8.392897495709734,3.92498381999467,-6.3751344936499,16.49607824933835,-13.11320214538384,6.27060133814976,6.10714113128491,5.74181789016215,11.328104305959576,9.025612755950592,12.07517037666361,15.2,16.5,21.2,2.63,2.27,1.95,42.7,48.3,42.4,49.6793770289443,51.0014373086482,54.1911438080183,-9.696492148821255,-1.2171890407419506,3.5370690803569396,-1.5374184254937564,-2.5999999999999996,0.6200000000000001,0.5,12.137678879448096
Afghanistan,2012,AFG,Low income,69.1,15.01506889952663,2.6,8.954506404166521,6.3940710078319,70.9223165078033,15.4,12.228073349847753,0.426354776777345,10.1228469255986,8.392897495709734,-7.59232353439185,-6.3751344936499,16.49607824933835,9.8076704185067,6.27060133814976,6.10714113128491,9.79068588046582,11.328104305959576,9.025612755950592,12.6,15.2,16.5,3.25,2.63,2.27,43.2,42.7,48.3,61.8170559083924,49.6793770289443,51.0014373086482,8.528151627389176,22.60739243391848,-3.4135994106747996,2.4373874693819335,2.8000000000000007,-0.6499999999999999,25.89999999999999,9.105260599410904
Afghanistan,2013,AFG,Low income,68.0,0.0052674137791939,2.44,5.60074465863221,5.06099068169274,73.1318159038053,16.9,7.82655196497619,8.954506404166521,0.426354776777345,10.1228469255986,15.01506889952663,-7.59232353439185,-6.3751344936499,6.3940710078319,9.8076704185067,6.27060133814976,12.228073349847753,9.79068588046582,11.328104305959576,15.4,12.6,15.2,2.6,3.25,2.63,69.1,43.2,42.7,70.9223165078033,61.8170559083924,49.6793770289443,-3.353761745534311,-15.009801485747436,-1.33308032613916,-4.401521384871563,1.4999999999999982,-0.16000000000000014,-1.0999999999999943,2.209499396002002
